title,video_url
"12 Reasons Why Azure ARC - Saeid Dahl","https://youtu.be/X08eJpR_qEI?si=pdGpp_nOQw6dnet3"
"12 Reasons Why AVNM - Aiden Finn","https://youtu.be/YiEyfMxz4K0"
"12 Reasons Why Azure AI Foundry-  Kim Berg","https://youtu.be/mf8IGQw5q1I"
